location_lat,location_lng
42.45,-105.0333
42.4908,-76.4583
42.5512,-94.1918
42.5587,-106.8474
42.57,-72.2869
42.5748,-99.9983
42.5764,-84.8124
42.578,-110.1097
42.5841,-70.9153
42.595,-87.9381
42.6,-123.3656
42.6046,-82.8353
42.6196,-89.5931
42.6632,-83.4101
42.6832,-91.9759
42.6909,-90.4412
42.6909,-88.308
42.7126,-71.1255
42.7274,-114.4547
42.743,-93.7592
42.7461,-86.0967
42.7472,-73.7991
42.7762,-84.5997
42.7956,-109.8069
42.8067,-72.0013
42.8525,-73.9289
42.8875,-90.2315
42.8935,-73.2486
42.8975,-106.4731
42.8984,-72.2708
42.9103,-82.5332
42.9167,-97.3859
42.9203,-112.5711
42.9296,-71.4356
42.938,-85.0605
42.94,-78.736
42.9895,-96.0606
42.9931,-84.1389
43.0425,-88.2461
43.0622,-108.447
43.1235,-106.3375
43.1406,-89.3453
43.1544,-93.3261
43.1702,-88.725
43.1711,-86.2367
43.2338,-75.407
43.2755,-91.7433
43.2794,-70.9243
43.3221,-84.6879
43.3939,-70.708
43.4011,-94.7472
43.4285,-88.7017
43.4319,-83.8648
43.4393,-85.9949
43.5038,-114.2956
43.5208,-112.0661
43.5264,-89.981
43.567,-116.2405
43.5727,-71.4189
43.5769,-96.7536
43.5813,-116.5231
43.5949,-118.9579
43.6128,-110.737
43.6217,-96.2139
43.6229,-84.743
43.6271,-72.3054
43.6405,-116.6302
43.6624,-84.2621
43.6688,-92.932
43.6822,-93.3722
43.7331,-103.6114
43.745,-111.0912
43.7748,-98.0386
43.8321,-111.8075
43.8854,-104.3179
43.8922,-69.9386
43.91,-95.1072
43.9392,-90.2532
43.9581,-90.7397
43.9625,-86.4079
43.9654,-107.9502
43.9888,-76.0262
43.9911,-70.9479
44.0142,-117.0081
44.0203,-92.8295
44.0206,-92.4829
44.0219,-82.7931
44.0435,-89.304
44.0459,-103.0544
44.0485,-70.2835
44.0556,-75.7195
44.0601,-69.0993
44.1246,-123.212
44.1288,-87.6806
44.1466,-107.1744
44.2507,-90.8553
44.2559,-121.1406
44.2714,-86.2377
44.294,-104.6288
44.3207,-69.7973
44.3298,-93.3119
44.35,-112.1833
44.3592,-89.8369
44.4505,-95.8219
44.4515,-83.3942
44.4682,-73.1498
44.4736,-93.0145
44.4794,-88.1367
44.4804,-103.788
44.5202,-109.0238
44.5333,-69.6755
44.5343,-106.8049
44.5359,-72.6162
44.5437,-89.5347
44.5444,-110.4211
44.5754,-71.1759
44.5833,-124.0667
44.6153,-88.7313
44.6252,-93.2273
44.6381,-90.1875
44.65,-111.1
44.6629,-104.5678
44.6884,-111.1176
44.75,-109.37
44.7521,-95.5591
44.7588,-94.0905
44.7794,-89.671
44.7871,-88.564
44.8322,-93.4705
44.843,-117.8099
44.8596,-94.3855
44.8601,-93.032
44.8667,-91.488
44.8742,-87.9096
44.8854,-93.2313
44.8888,-72.2292
44.8936,-91.8665
44.9047,-97.1494
44.9276,-89.6251
44.9324,-93.0559
44.9412,-73.0997
44.9839,-96.1788
44.9867,-85.2022
45.0002,-92.8549
45.0166,-84.6894
45.0326,-102.02
45.0625,-93.3508
45.1111,-95.1258
45.1238,-113.8813
45.1263,-87.6444
45.1476,-92.5335
45.1566,-89.1114
45.1601,-93.846
45.2353,-93.9896
45.2575,-112.5544
45.2907,-118.0088
45.3047,-85.2747
45.3108,-92.6948
45.3725,-94.7388
45.4071,-83.8129
45.4186,-91.7764
45.4256,-84.9133
45.4646,-69.5538
45.468,-89.8096
45.4935,-90.9985
45.506,-91.981
45.5476,-122.9557
45.6044,-103.5464
45.619,-121.1657
45.6317,-89.4822
45.6536,-84.5192
45.6689,-96.9914
45.6769,-121.8789
45.6976,-118.8344
45.7064,-90.4052
45.7691,-122.8637
45.7828,-96.5461
45.7881,-111.1608
45.8069,-108.5422
45.8184,-88.1146
45.8229,-92.3706
45.8258,-119.2611
45.8528,-106.7093
45.868,-95.394
45.8886,-93.269
45.9017,-94.8727
45.9264,-89.7307
45.9309,-89.267
45.9411,-116.1326
45.9647,-112.5006
46.0072,-83.7427
46.1,-97.15
46.1155,-122.8927
46.1185,-67.7928
46.1569,-123.8825
46.187,-103.4281
46.2187,-97.6435
46.2443,-96.6072
46.2532,-84.4771
46.2696,-119.1181
46.2865,-96.1534
46.3476,-104.2594
46.3809,-94.8066
46.4267,-105.8825
46.4772,-122.8065
46.4794,-84.3572
46.5275,-90.1314
46.5468,-90.9184
46.549,-93.6757
46.6044,-111.9892
46.619,-93.3127
46.6667,-120.45
46.6667,-113.15
46.677,-122.9827
46.6987,-92.5034
46.7245,-92.0445
46.7265,-94.3849
46.768,-100.894
46.7825,-100.7572
46.8128,-101.8602
46.8404,-96.6544
46.8715,-68.0179
46.9006,-95.0678
46.9112,-96.8147
46.9258,-98.6691
46.9412,-98.018
46.9727,-123.9302
47.0338,-120.5313
47.0492,-91.745
47.1377,-122.4765
47.2111,-93.5097
47.2855,-68.3127
47.3975,-120.2012
47.4447,-122.3144
47.4669,-87.875
47.4733,-111.3822
47.4903,-122.7648
47.5047,-111.1873
47.5455,-122.3147
47.5928,-95.7735
47.6,-115.3667
47.6828,-117.3226
47.7453,-90.3457
47.7912,-99.9317
47.82,-92.6817
47.8245,-91.8307
47.8404,-96.6201
47.9492,-97.1761
47.9689,-117.4211
48.0171,-92.8538
48.0597,-96.1788
48.1142,-98.9088
48.1585,-122.1591
48.1739,-103.6367
48.2994,-116.56
48.3008,-102.4064
48.3552,-122.6635
48.381,-102.898
48.4047,-97.3709
48.4158,-101.358
48.4612,-119.5209
48.48,-99.236
48.52,-123.0264
48.5428,-109.7633
48.55,-117.8833
48.7261,-94.6121
48.7525,-96.9376
48.9402,-97.9053
24.5571,-81.7554
24.7263,-81.0477
25.4949,-80.3732
25.788,-80.3169
25.9102,-80.2828
25.9146,-97.4231
26.1597,-97.3378
26.1775,-97.9731
26.2285,-97.6544
26.2464,-80.111
26.4417,-98.1222
26.5381,-81.7567
26.5849,-81.8615
26.6851,-80.0992
26.9688,-99.2489
27.0716,-82.4403
27.1816,-80.2252
27.5437,-99.4616
27.6556,-80.4179
27.6926,-97.2911
27.7409,-98.0269
27.7685,-82.6256
27.9126,-82.6855
27.9132,-97.2132
27.9152,-82.4518
27.9471,-81.7811
27.9633,-82.54
27.9889,-82.0186
28.0198,-82.3415
28.0837,-97.0466
28.0997,-80.6356
28.209,-100.019
28.2281,-82.1559
28.3692,-97.7953
28.4183,-81.3241
28.4567,-99.2183
28.5465,-81.3354
28.615,-80.6945
28.8214,-81.8096
28.8625,-96.9297
28.866,-82.5741
28.9731,-95.8633
29.0569,-80.9491
29.067,-81.2837
29.1154,-95.4632
29.1735,-81.0719
29.2113,-99.7436
29.25,-89.966
29.2543,-96.1544
29.2653,-94.8604
29.3333,-89.4075
29.3389,-98.4717
29.343,-98.8497
29.3742,-100.9272
29.3842,-98.5811
29.4447,-90.2611
29.505,-95.4765
29.5291,-97.4643
29.5297,-98.2789
29.5337,-98.4698
29.5634,-90.6628
29.7086,-98.0453
29.7095,-91.339
29.8448,-82.0475
29.908,-96.95
29.9333,-90.1333
29.9469,-100.1739
29.9767,-99.0855
29.9844,-95.3607
30.0292,-91.8845
30.0692,-93.8036
30.071,-94.216
30.0719,-83.5736
30.1256,-93.2277
30.1715,-96.9784
30.1727,-90.9406
30.1945,-97.6699
30.3207,-97.7601
30.3433,-89.8222
30.3564,-95.008
30.3567,-95.4139
30.3707,-104.0118
30.3842,-103.6836
30.3935,-84.3513
30.4119,-89.0808
30.46,-87.877
30.4967,-97.9659
30.5069,-86.9597
30.5105,-99.7665
30.5271,-98.3588
30.5584,-92.0994
30.6808,-97.6767
30.7044,-87.0231
30.7157,-96.3314
30.7183,-91.4787
30.735,-101.203
30.7503,-92.6883
30.7771,-86.5194
30.7873,-98.6608
30.8317,-93.3399
30.837,-85.1835
30.8458,-85.6014
30.8721,-96.6222
30.8794,-96.9711
30.902,-83.881
30.9119,-102.9167
30.9716,-84.6369
31.0559,-82.7741
31.0673,-97.8289
31.0849,-83.8033
31.0858,-97.6865
31.1377,-83.7041
31.1522,-81.3908
31.1525,-97.4078
31.1784,-90.4719
31.2359,-94.7546
31.2504,-82.3957
31.2589,-81.4661
31.2694,-89.2561
31.3097,-95.4039
31.3558,-85.7511
31.3824,-103.5107
31.3963,-92.2827
31.4,-93.2833
31.4158,-87.044
31.4213,-97.797
31.4767,-82.8606
31.4849,-97.3165
31.554,-81.8825
31.6058,-90.4093
31.6159,-91.2972
31.618,-97.2283
31.6412,-96.5144
31.6531,-97.0707
31.6659,-98.1486
31.6839,-83.2709
31.7358,-93.0992
31.7784,-95.7047
31.7936,-98.9565
31.8331,-104.8098
31.8457,-86.6107
31.8731,-106.6975
31.885,-82.647
31.8872,-81.5624
31.924,-98.5977
31.9478,-102.2086
31.9516,-85.1312
31.9888,-83.7739
32.01,-81.1457
32.0311,-96.3989
32.0365,-102.101
32.0843,-97.0958
32.1315,-110.9564
32.1422,-111.1746
32.1441,-94.8539
32.1638,-95.8284
32.1667,-110.8833
32.1951,-81.8696
32.2244,-80.6975
32.2885,-106.9132
32.3003,-86.4061
32.3033,-90.4085
32.3197,-90.0775
32.3239,-84.9826
32.3336,-104.2584
32.3348,-90.2225
32.3481,-91.0299
32.3541,-95.4024
32.3829,-86.3658
32.384,-94.7115
32.4208,-99.8546
32.4603,-96.9107
32.4638,-87.954
32.4674,-100.4666
32.4831,-81.7372
32.5019,-93.6626
32.5156,-92.0299
32.563,-117.1109
32.6151,-85.434
32.6261,-116.4683
32.631,-108.1466
32.6401,-83.5918
32.6453,-81.5971
32.6566,-114.606
32.6583,-97.0951
32.6753,-102.6527
32.6922,-117.2098
32.6934,-100.9505
32.6988,-97.0469
32.699,-94.9489
32.701,-80.003
32.7403,-95.4945
32.7561,-91.8806
32.781,-97.4365
32.8198,-97.3624
32.825,-115.6606
32.8342,-115.5786
32.8351,-105.9941
32.8519,-106.1085
32.8566,-109.636
32.8645,-117.1366
32.8875,-112.72
32.8986,-80.0405
32.921,-80.6406
32.9359,-111.4265
32.9549,-111.7668
32.9667,-82.8382
32.9686,-96.8364
33.063,-80.279
33.11,-98.5553
33.1542,-83.2406
33.1615,-95.6189
33.1779,-96.5905
33.1855,-80.0362
33.2208,-92.814
33.2338,-119.4559
33.2544,-97.5806
33.2578,-81.3883
33.286,-117.456
33.3013,-117.3551
33.3074,-104.5082
33.3078,-111.6555
33.3544,-84.5689
33.4277,-112.0038
33.4331,-88.8486
33.4537,-93.991
33.4608,-111.7283
33.4668,-105.5278
33.4669,-82.0384
33.4829,-90.9856
33.4943,-90.0847
33.535,-112.3832
33.5742,-117.1285
33.5932,-95.0636
33.6228,-92.7634
33.6301,-84.4418
33.631,-85.152
33.6366,-95.4507
33.6509,-81.6821
33.6903,-112.0662
33.7172,-79.857
33.7776,-84.5246
